原料类型,霉变情况,来源情况,预估等级,茶渣_储存时间,果渣_褐变情况,原料是否匹配,等级是否匹配,路线_推荐强度,路线_风险等级,路线_首选目标,路线_适用原料类,路线_适用等级,匹配得分
豆制品/粮食发酵副产物,无,来源不明,差,,,0,0,中,中高,农用资源化,五指毛桃残余/布惊根残余/黄板树根残余/其他来源明确且安全性较可控的中药残余,优/良,0.0
中药残余废弃物,无,基本可追溯,优,,,0,1,高,中,食品支线,柑橘皮/脐橙副产物/猕猴桃副产物/水晶梨副产物,优/良,5.855423719252578
豆制品/粮食发酵副产物,无,基本可追溯,优,,,0,1,高,低,材料主线,花生壳/板栗壳,优/良/差,6.802937238959158
茶渣,轻度,基本可追溯,优,是,,0,1,高,低到中,材料主线,五指毛桃残余/布惊根残余/黄板树根残余/其他根茎木质型中药残余,优/良/差,4.557188988537557
中药残余废弃物,轻度,来源不明,良,,,0,1,高,低,材料主线,花生壳/板栗壳,优/良/差,7.444541574392481
果渣（柑橘/葡萄/猕猴桃等）,轻度,来源不明,优,,否,1,1,高,中高,食品支线,葡萄皮/柑橘皮/脐橙副产物/猕猴桃副产物,优/良,8.619497094275639
果渣（柑橘/葡萄/猕猴桃等）,无,基本可追溯,差,,否,0,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,5.508039171126036
果渣（柑橘/葡萄/猕猴桃等）,无,明确可追溯,良,,否,1,1,中高,低,材料主线,柑橘皮/葡萄皮/猕猴桃副产物/脐橙副产物/水晶梨副产物/提取后残渣,优/良/差,10.43053707688466
果渣（柑橘/葡萄/猕猴桃等）,无,明确可追溯,差,,否,0,1,高,低,前处理稳定化,豆腐渣/客家黄酒酒糟,优/良/差,7.219478191921096
中药残余废弃物,严重,来源不明,优,,,0,1,高,中高,食品支线,葡萄皮/柑橘皮/脐橙副产物/猕猴桃副产物,优/良,0.2982298860053493
中药残余废弃物,轻度,基本可追溯,优,,,1,1,中,中高,农用资源化,五指毛桃残余/布惊根残余/黄板树根残余/其他来源明确且安全性较可控的中药残余,优/良,7.108811088201253
茶渣,严重,来源不明,优,是,,0,0,中,低,无害化兜底,柑橘皮/葡萄皮/葡萄籽/猕猴桃副产物/脐橙副产物/水晶梨副产物/混合果渣,差,2.3686387639041824
茶渣,无,明确可追溯,差,否,,0,1,高,低,材料主线,花生壳/板栗壳,优/良/差,6.529313157815216
豆制品/粮食发酵副产物,严重,明确可追溯,优,,,0,1,高,低,材料主线,花生壳/板栗壳,优/良/差,7.456696581045507
花生壳/板栗壳,轻度,明确可追溯,优,,,0,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,6.212844252798881
豆制品/粮食发酵副产物,无,明确可追溯,差,,,0,1,中高,低,材料主线,柑橘皮/葡萄皮/猕猴桃副产物/脐橙副产物/水晶梨副产物/提取后残渣,优/良/差,5.764265673164359
茶渣,轻度,基本可追溯,优,否,,1,0,中,低,无害化兜底,茶渣,差,5.760076338186445
中药残余废弃物,严重,来源不明,差,,,1,1,高,低到中,材料主线,五指毛桃残余/布惊根残余/黄板树根残余/其他根茎木质型中药残余,优/良/差,8.565216445293135
果渣（柑橘/葡萄/猕猴桃等）,轻度,来源不明,良,,否,0,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,5.768035689421567
茶渣,严重,来源不明,差,否,,0,1,高,低到中,材料主线,五指毛桃残余/布惊根残余/黄板树根残余/其他根茎木质型中药残余,优/良/差,5.141844376503585
茶渣,无,明确可追溯,优,是,,0,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,6.464455321721316
花生壳/板栗壳,轻度,基本可追溯,优,,,0,1,高,中,食品支线,柑橘皮/脐橙副产物/猕猴桃副产物/水晶梨副产物,优/良,6.452609829314547
茶渣,轻度,明确可追溯,差,否,,1,0,中,高,食品支线,茶渣,优,4.453808661983574
中药残余废弃物,严重,来源不明,差,,,0,0,高,中高,食品支线,葡萄皮/柑橘皮/脐橙副产物/猕猴桃副产物,优/良,0.0
茶渣,轻度,明确可追溯,良,是,,0,1,高,中,食品支线,柑橘皮/脐橙副产物/猕猴桃副产物/水晶梨副产物,优/良,5.626007499193334
花生壳/板栗壳,无,基本可追溯,优,,,0,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,6.377561537628611
花生壳/板栗壳,严重,明确可追溯,良,,,0,1,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,0.3961833134690774
花生壳/板栗壳,无,基本可追溯,良,,,0,1,高,中高,食品支线,葡萄皮/柑橘皮/脐橙副产物/猕猴桃副产物,优/良,4.686651469122662
果渣（柑橘/葡萄/猕猴桃等）,无,来源不明,优,,否,0,1,高,中,材料主线,豆腐渣/客家黄酒酒糟,良/差（优也可）,5.66992433294761
果渣（柑橘/葡萄/猕猴桃等）,轻度,基本可追溯,优,,否,0,1,高,中,材料主线,花生壳/板栗壳,优/良,6.087513035536227
中药残余废弃物,轻度,来源不明,良,,,0,1,中,低,能源化利用,花生壳/板栗壳,差（优/良也可）,5.186238505925298
果渣（柑橘/葡萄/猕猴桃等）,严重,明确可追溯,差,,否,1,0,高,中,食品支线,柑橘皮/脐橙副产物/猕猴桃副产物/水晶梨副产物,优/良,0.0
豆制品/粮食发酵副产物,轻度,来源不明,差,,,0,1,高,低,材料主线,茶渣,优/良/差,6.5251551005879636
中药残余废弃物,严重,来源不明,优,,,0,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,6.397906582160806
中药残余废弃物,严重,来源不明,优,,,0,1,高,中,材料主线,茶渣,优/良,6.201164631479508
中药残余废弃物,严重,来源不明,优,,,0,1,高,中高,食品支线,葡萄籽,优/良,0.12205007640886123
花生壳/板栗壳,严重,基本可追溯,差,,,0,1,高,低到中,材料主线,五指毛桃残余/布惊根残余/黄板树根残余/其他根茎木质型中药残余,优/良/差,4.868058739351508
果渣（柑橘/葡萄/猕猴桃等）,无,基本可追溯,良,,否,0,1,高,中,材料主线,花生壳/板栗壳,优/良,6.2647507589900915
豆制品/粮食发酵副产物,严重,明确可追溯,良,,,0,1,中,低,能源化利用,花生壳/板栗壳,差（优/良也可）,4.865601348538929
果渣（柑橘/葡萄/猕猴桃等）,无,基本可追溯,差,,否,0,0,中,中高,农用资源化,五指毛桃残余/布惊根残余/黄板树根残余/其他来源明确且安全性较可控的中药残余,优/良,0.0
豆制品/粮食发酵副产物,严重,明确可追溯,差,,,0,0,中,中高,农用资源化,五指毛桃残余/布惊根残余/黄板树根残余/其他来源明确且安全性较可控的中药残余,优/良,0.14643039050065387
茶渣,无,明确可追溯,良,是,,0,1,中,中高,农用资源化,五指毛桃残余/布惊根残余/黄板树根残余/其他来源明确且安全性较可控的中药残余,优/良,2.540976862237062
花生壳/板栗壳,严重,来源不明,优,,,1,1,中高,低,农用材料路线,花生壳/板栗壳,良/差（优也可）,10.159878462721345
茶渣,严重,明确可追溯,良,否,,1,0,中,低,无害化兜底,茶渣,差,5.592712807687747
茶渣,无,明确可追溯,优,是,,0,1,高,中,食品支线,柑橘皮/脐橙副产物/猕猴桃副产物/水晶梨副产物,优/良,6.281586961311184
果渣（柑橘/葡萄/猕猴桃等）,无,基本可追溯,差,,是,1,1,中,低,无害化兜底,柑橘皮/葡萄皮/葡萄籽/猕猴桃副产物/脐橙副产物/水晶梨副产物/混合果渣,差,9.38249919193962
豆制品/粮食发酵副产物,严重,来源不明,优,,,0,1,中高,低,农用材料路线,花生壳/板栗壳,良/差（优也可）,6.443482420198564
果渣（柑橘/葡萄/猕猴桃等）,严重,基本可追溯,差,,是,0,0,中,中高,农用资源化,五指毛桃残余/布惊根残余/黄板树根残余/其他来源明确且安全性较可控的中药残余,优/良,0.17044875497783107
果渣（柑橘/葡萄/猕猴桃等）,轻度,来源不明,良,,是,1,1,高,中,食品支线,柑橘皮/脐橙副产物/猕猴桃副产物/水晶梨副产物,优/良,9.992047123857564
果渣（柑橘/葡萄/猕猴桃等）,无,来源不明,差,,是,1,0,高,中,食品支线,柑橘皮/脐橙副产物/猕猴桃副产物/水晶梨副产物,优/良,6.834006361607149
花生壳/板栗壳,无,来源不明,良,,,1,1,高,低,材料主线,花生壳/板栗壳,优/良/差,10.83320847656159
果渣（柑橘/葡萄/猕猴桃等）,无,基本可追溯,差,,是,0,0,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,0.9768002816647448
果渣（柑橘/葡萄/猕猴桃等）,轻度,明确可追溯,差,,是,0,0,高,中,材料主线,茶渣,优/良,2.976143932939838
中药残余废弃物,无,来源不明,差,,,0,1,高,低,材料主线,茶渣,优/良/差,6.955364471941471
花生壳/板栗壳,轻度,基本可追溯,差,,,0,1,中,低,无害化兜底,茶渣,差,5.130934314745133
果渣（柑橘/葡萄/猕猴桃等）,轻度,来源不明,优,,是,0,1,中,高,食品支线,茶渣,优,2.740340730290419
茶渣,轻度,来源不明,差,否,,1,0,中,高,食品支线,茶渣,优,3.6019204280898
中药残余废弃物,严重,明确可追溯,差,,,0,0,中,高,食品支线,茶渣,优,0.0
茶渣,轻度,明确可追溯,差,否,,0,1,中高,低,农用材料路线,花生壳/板栗壳,良/差（优也可）,5.702734463724733
花生壳/板栗壳,无,基本可追溯,差,,,0,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,6.262590187821116
花生壳/板栗壳,无,明确可追溯,差,,,0,0,高,中,材料主线,茶渣,优/良,2.686563362832466
花生壳/板栗壳,轻度,基本可追溯,良,,,0,1,中高,低,材料主线,柑橘皮/葡萄皮/猕猴桃副产物/脐橙副产物/水晶梨副产物/提取后残渣,优/良/差,6.034006897678126
中药残余废弃物,严重,明确可追溯,差,,,0,0,中,高,食品支线,茶渣,优,0.11811164610834224
豆制品/粮食发酵副产物,轻度,来源不明,优,,,0,1,高,低到中,材料主线,五指毛桃残余/布惊根残余/黄板树根残余/其他根茎木质型中药残余,优/良/差,4.635321755205704
果渣（柑橘/葡萄/猕猴桃等）,无,来源不明,差,,是,0,0,高,中,材料主线,茶渣,优/良,2.960225111218813
中药残余废弃物,严重,来源不明,良,,,0,1,高,低,材料主线,茶渣,优/良/差,6.5640901724703165
茶渣,轻度,明确可追溯,差,是,,0,0,高,中高,食品支线,葡萄籽,优/良,1.8836864499975747
果渣（柑橘/葡萄/猕猴桃等）,轻度,明确可追溯,优,,否,0,1,高,中,材料主线,茶渣,优/良,5.851794955803589
花生壳/板栗壳,严重,来源不明,差,,,1,1,中,低,能源化利用,花生壳/板栗壳,差（优/良也可）,8.989693440648965
花生壳/板栗壳,无,来源不明,优,,,0,1,中,中高,农用资源化,五指毛桃残余/布惊根残余/黄板树根残余/其他来源明确且安全性较可控的中药残余,优/良,2.5069148729117403
果渣（柑橘/葡萄/猕猴桃等）,严重,来源不明,差,,否,0,0,中,高,食品支线,茶渣,优,0.009844419014614747
花生壳/板栗壳,无,基本可追溯,优,,,1,1,高,低,材料主线,花生壳/板栗壳,优/良/差,11.209133273727769
花生壳/板栗壳,轻度,明确可追溯,差,,,1,0,高,中,材料主线,花生壳/板栗壳,优/良,6.527593366462632
果渣（柑橘/葡萄/猕猴桃等）,严重,基本可追溯,优,,是,0,1,高,中,材料主线,豆腐渣/客家黄酒酒糟,良/差（优也可）,6.379093461392843
花生壳/板栗壳,轻度,来源不明,优,,,0,1,中,高,食品支线,茶渣,优,2.524778395554116
茶渣,轻度,明确可追溯,良,是,,0,0,中,低,无害化兜底,柑橘皮/葡萄皮/葡萄籽/猕猴桃副产物/脐橙副产物/水晶梨副产物/混合果渣,差,1.6041976672125147
豆制品/粮食发酵副产物,严重,明确可追溯,差,,,1,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,9.955030476586293
花生壳/板栗壳,无,明确可追溯,差,,,1,1,中高,低,农用材料路线,花生壳/板栗壳,良/差（优也可）,10.33142104448481
花生壳/板栗壳,轻度,基本可追溯,差,,,0,0,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,1.3337553238969906
茶渣,无,来源不明,差,否,,0,0,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,1.0384052176766547
果渣（柑橘/葡萄/猕猴桃等）,轻度,基本可追溯,差,,是,0,1,高,低,材料主线,茶渣,优/良/差,7.0518039069855485
豆制品/粮食发酵副产物,无,来源不明,差,,,0,0,中,高,食品支线,茶渣,优,0.21996440230062064
花生壳/板栗壳,严重,明确可追溯,良,,,1,1,中,低,能源化利用,花生壳/板栗壳,差（优/良也可）,8.624994177746775
茶渣,严重,来源不明,良,是,,0,1,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,0.1697833273804884
花生壳/板栗壳,严重,来源不明,良,,,0,1,高,低,材料主线,茶渣,优/良/差,6.93252458212634
花生壳/板栗壳,严重,来源不明,差,,,0,0,中,高,食品支线,茶渣,优,0.377210092034276
豆制品/粮食发酵副产物,无,基本可追溯,差,,,0,1,高,低,材料主线,花生壳/板栗壳,优/良/差,7.031670176157387
茶渣,轻度,明确可追溯,优,是,,1,1,高,低,材料主线,茶渣,优/良/差,10.673518507465596
中药残余废弃物,无,来源不明,差,,,1,1,高,低到中,材料主线,五指毛桃残余/布惊根残余/黄板树根残余/其他根茎木质型中药残余,优/良/差,9.220500650593383
茶渣,严重,基本可追溯,良,是,,0,1,高,低到中,材料主线,五指毛桃残余/布惊根残余/黄板树根残余/其他根茎木质型中药残余,优/良/差,4.827718872647897
花生壳/板栗壳,轻度,明确可追溯,差,,,1,1,高,低,材料主线,花生壳/板栗壳,优/良/差,10.673577846319194
中药残余废弃物,无,明确可追溯,优,,,0,1,高,低,材料主线,茶渣,优/良/差,6.968368797872637
中药残余废弃物,严重,基本可追溯,差,,,0,0,高,中,食品支线,柑橘皮/脐橙副产物/猕猴桃副产物/水晶梨副产物,优/良,0.0
花生壳/板栗壳,严重,来源不明,差,,,0,1,中,低,无害化兜底,茶渣,差,5.42987568052588
豆制品/粮食发酵副产物,严重,基本可追溯,差,,,0,1,中,低,无害化兜底,柑橘皮/葡萄皮/葡萄籽/猕猴桃副产物/脐橙副产物/水晶梨副产物/混合果渣,差,5.226976282730759
中药残余废弃物,无,基本可追溯,差,,,0,1,中高,低,材料主线,柑橘皮/葡萄皮/猕猴桃副产物/脐橙副产物/水晶梨副产物/提取后残渣,优/良/差,6.34807419681307
茶渣,无,明确可追溯,差,否,,0,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,5.524660758803567
中药残余废弃物,严重,基本可追溯,差,,,0,0,中,高,食品支线,茶渣,优,0.20156112662722625
豆制品/粮食发酵副产物,无,来源不明,差,,,0,0,高,中高,食品支线,葡萄籽,优/良,2.072470281291053
中药残余废弃物,轻度,基本可追溯,良,,,0,1,高,中,材料主线,豆腐渣/客家黄酒酒糟,良/差（优也可）,6.2209359066705705
中药残余废弃物,无,基本可追溯,差,,,0,0,中,高,食品支线,茶渣,优,0.0
茶渣,严重,基本可追溯,差,是,,0,0,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,0.0
果渣（柑橘/葡萄/猕猴桃等）,严重,明确可追溯,差,,否,0,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,6.366432348035241
花生壳/板栗壳,无,明确可追溯,优,,,0,0,中,低,无害化兜底,茶渣,差,2.3610359106454184
中药残余废弃物,严重,明确可追溯,优,,,0,1,高,中,食品支线,柑橘皮/脐橙副产物/猕猴桃副产物/水晶梨副产物,优/良,0.0
中药残余废弃物,严重,明确可追溯,差,,,0,1,中,低,无害化兜底,柑橘皮/葡萄皮/葡萄籽/猕猴桃副产物/脐橙副产物/水晶梨副产物/混合果渣,差,5.409311884639507
果渣（柑橘/葡萄/猕猴桃等）,无,明确可追溯,优,,否,1,0,中,低,无害化兜底,柑橘皮/葡萄皮/葡萄籽/猕猴桃副产物/脐橙副产物/水晶梨副产物/混合果渣,差,6.335045257968763
豆制品/粮食发酵副产物,轻度,来源不明,良,,,0,1,高,低,材料主线,花生壳/板栗壳,优/良/差,6.707815795976551
茶渣,严重,来源不明,优,否,,0,1,高,中高,食品支线,葡萄皮/柑橘皮/脐橙副产物/猕猴桃副产物,优/良,0.00016659519662920452
花生壳/板栗壳,严重,明确可追溯,差,,,0,1,中,低,无害化兜底,茶渣,差,5.495887386809038
中药残余废弃物,无,来源不明,优,,,0,0,中,低,无害化兜底,柑橘皮/葡萄皮/葡萄籽/猕猴桃副产物/脐橙副产物/水晶梨副产物/混合果渣,差,1.6179338416929463
茶渣,无,基本可追溯,良,是,,0,1,中高,低,农用材料路线,花生壳/板栗壳,良/差（优也可）,5.861065341502234
豆制品/粮食发酵副产物,轻度,明确可追溯,差,,,0,0,高,中,材料主线,花生壳/板栗壳,优/良,2.552893547430924
茶渣,无,明确可追溯,差,否,,1,0,高,中,材料主线,茶渣,优/良,6.543510166083575
中药残余废弃物,轻度,基本可追溯,差,,,0,0,中,高,食品支线,茶渣,优,0.06401450170370138
花生壳/板栗壳,无,来源不明,良,,,1,1,高,低,材料主线,花生壳/板栗壳,优/良/差,11.422041671227296
豆制品/粮食发酵副产物,严重,来源不明,差,,,1,1,高,低,前处理稳定化,豆腐渣/客家黄酒酒糟,优/良/差,11.470651289663245
花生壳/板栗壳,轻度,基本可追溯,差,,,0,0,中,中高,农用资源化,五指毛桃残余/布惊根残余/黄板树根残余/其他来源明确且安全性较可控的中药残余,优/良,0.0
中药残余废弃物,轻度,来源不明,差,,,0,1,高,低,材料主线,花生壳/板栗壳,优/良/差,7.290745580418934
